matchid,venue,innings,batting_team,bowler,runs
336038,Wankhede Stadium,1,Rajasthan Royals,Mohammad Asif,21
336038,Wankhede Stadium,1,Rajasthan Royals,VY Mahesh,15
336038,Wankhede Stadium,2,Delhi Daredevils,Sohail Tanvir,17
336038,Wankhede Stadium,2,Delhi Daredevils,SR Watson,10
336038,Wankhede Stadium,2,Delhi Daredevils,MM Patel,1
336039,Wankhede Stadium,1,Kings XI Punjab,M Muralitharan,7
336039,Wankhede Stadium,1,Kings XI Punjab,M Ntini,21
336039,Wankhede Stadium,1,Kings XI Punjab,MS Gony,7
336039,Wankhede Stadium,2,Chennai Super Kings,IK Pathan,14
336039,Wankhede Stadium,2,Chennai Super Kings,S Sreesanth,7
336039,Wankhede Stadium,2,Chennai Super Kings,RR Powar,9
336039,Wankhede Stadium,2,Chennai Super Kings,VRV Singh,5
336040,Dr DY Patil Sports Academy,1,Chennai Super Kings,Sohail Tanvir,6
336040,Dr DY Patil Sports Academy,1,Chennai Super Kings,SR Watson,19
336040,Dr DY Patil Sports Academy,1,Chennai Super Kings,MM Patel,14
336040,Dr DY Patil Sports Academy,1,Chennai Super Kings,YK Pathan,3
336040,Dr DY Patil Sports Academy,2,Rajasthan Royals,M Ntini,16
336040,Dr DY Patil Sports Academy,2,Rajasthan Royals,MS Gony,25
392182,Newlands,1,Royal Challengers Bangalore,AD Mascarenhas,10
392182,Newlands,1,Royal Challengers Bangalore,Kamran Khan,17
392182,Newlands,1,Royal Challengers Bangalore,MM Patel,2
392182,Newlands,2,Rajasthan Royals,P Kumar,7
392182,Newlands,2,Rajasthan Royals,DW Steyn,6
392182,Newlands,2,Rajasthan Royals,R Vinay Kumar,1
392181,Newlands,1,Mumbai Indians,MS Gony,13
392181,Newlands,1,Mumbai Indians,T Thushara,19
392181,Newlands,1,Mumbai Indians,A Flintoff,8
392181,Newlands,2,Chennai Super Kings,SL Malinga,9
392181,Newlands,2,Chennai Super Kings,Z Khan,15
392181,Newlands,2,Chennai Super Kings,DJ Bravo,16
392183,Newlands,1,Kings XI Punjab,DP Nannes,10
392183,Newlands,1,Kings XI Punjab,AM Salvi,11
392183,Newlands,1,Kings XI Punjab,PJ Sangwan,21
392183,Newlands,1,Kings XI Punjab,VY Mahesh,25
392183,Newlands,2,Delhi Daredevils,IK Pathan,9
392183,Newlands,2,Delhi Daredevils,YA Abdulla,19
392183,Newlands,2,Delhi Daredevils,VS Malik,13
392183,Newlands,2,Delhi Daredevils,VRV Singh,5
392183,Newlands,2,Delhi Daredevils,PP Chawla,12
392184,Newlands,1,Kolkata Knight Riders,FH Edwards,4
392184,Newlands,1,Kolkata Knight Riders,RP Singh,11
392184,Newlands,1,Kolkata Knight Riders,Harmeet Singh,6
392184,Newlands,2,Deccan Chargers,AB Dinda,24
392184,Newlands,2,Deccan Chargers,I Sharma,13
392185,St George's Park,1,Chennai Super Kings,P Kumar,22
392185,St George's Park,1,Chennai Super Kings,DW Steyn,14
392185,St George's Park,1,Chennai Super Kings,JH Kallis,20
392185,St George's Park,1,Chennai Super Kings,R Vinay Kumar,12
392185,St George's Park,2,Royal Challengers Bangalore,MS Gony,25
392185,St George's Park,2,Royal Challengers Bangalore,L Balaji,9
392185,St George's Park,2,Royal Challengers Bangalore,JA Morkel,12
392186,Kingsmead,1,Kings XI Punjab,I Sharma,21
392186,Kingsmead,1,Kings XI Punjab,AB Dinda,15
392186,Kingsmead,1,Kings XI Punjab,MC Henriques,10
392186,Kingsmead,2,Kolkata Knight Riders,IK Pathan,27
392186,Kingsmead,2,Kolkata Knight Riders,YA Abdulla,20
392186,Kingsmead,2,Kolkata Knight Riders,VS Malik,13
392188,Newlands,1,Deccan Chargers,P Kumar,24
392188,Newlands,1,Deccan Chargers,DW Steyn,17
392188,Newlands,1,Deccan Chargers,JH Kallis,21
392188,Newlands,2,Royal Challengers Bangalore,FH Edwards,12
392188,Newlands,2,Royal Challengers Bangalore,RP Singh,13
392188,Newlands,2,Royal Challengers Bangalore,Harmeet Singh,6
392189,Kingsmead,1,Delhi Daredevils,L Balaji,8
392189,Kingsmead,1,Delhi Daredevils,MS Gony,21
392189,Kingsmead,1,Delhi Daredevils,JA Morkel,17
392189,Kingsmead,1,Delhi Daredevils,A Flintoff,13
392189,Kingsmead,2,Chennai Super Kings,DP Nannes,20
392189,Kingsmead,2,Chennai Super Kings,A Nehra,24
392189,Kingsmead,2,Chennai Super Kings,AM Salvi,12
392189,Kingsmead,2,Chennai Super Kings,PJ Sangwan,5
392190,Newlands,1,Rajasthan Royals,I Sharma,29
392190,Newlands,1,Rajasthan Royals,Anureet Singh,11
392190,Newlands,1,Rajasthan Royals,AB Agarkar,14
392190,Newlands,2,Kolkata Knight Riders,YK Pathan,12
392190,Newlands,2,Kolkata Knight Riders,AD Mascarenhas,26
392190,Newlands,3,Kolkata Knight Riders,Kamran Khan,15
392190,Newlands,4,Rajasthan Royals,BAW Mendis,18
392191,Kingsmead,1,Royal Challengers Bangalore,RR Bose,24
392191,Kingsmead,1,Royal Challengers Bangalore,IK Pathan,16
392191,Kingsmead,1,Royal Challengers Bangalore,YA Abdulla,9
392191,Kingsmead,2,Kings XI Punjab,P Kumar,9
392191,Kingsmead,2,Kings XI Punjab,Pankaj Singh,20
392191,Kingsmead,2,Kings XI Punjab,JH Kallis,10
392191,Kingsmead,2,Kings XI Punjab,R Vinay Kumar,5
392192,Kingsmead,1,Deccan Chargers,SL Malinga,13
392192,Kingsmead,1,Deccan Chargers,Z Khan,23
392192,Kingsmead,1,Deccan Chargers,DJ Bravo,8
392192,Kingsmead,1,Deccan Chargers,Harbhajan Singh,11
392192,Kingsmead,2,Mumbai Indians,FH Edwards,11
392192,Kingsmead,2,Mumbai Indians,RP Singh,20
392192,Kingsmead,2,Mumbai Indians,Harmeet Singh,19
392194,St George's Park,1,Royal Challengers Bangalore,DP Nannes,12
392194,St George's Park,1,Royal Challengers Bangalore,A Nehra,24
392194,St George's Park,1,Royal Challengers Bangalore,PJ Sangwan,9
392194,St George's Park,2,Delhi Daredevils,R Vinay Kumar,16
392194,St George's Park,2,Delhi Daredevils,Pankaj Singh,19
392194,St George's Park,2,Delhi Daredevils,JH Kallis,8
392195,Newlands,1,Kings XI Punjab,Kamran Khan,8
392195,Newlands,1,Kings XI Punjab,AD Mascarenhas,15
392195,Newlands,1,Kings XI Punjab,MM Patel,5
392195,Newlands,1,Kings XI Punjab,YK Pathan,10
392195,Newlands,2,Rajasthan Royals,RR Powar,6
392195,Newlands,2,Rajasthan Royals,IK Pathan,11
392195,Newlands,2,Rajasthan Royals,YA Abdulla,10
392195,Newlands,2,Rajasthan Royals,VRV Singh,5
392196,Kingsmead,1,Chennai Super Kings,FH Edwards,12
392196,Kingsmead,1,Chennai Super Kings,RP Singh,26
392196,Kingsmead,1,Chennai Super Kings,DR Smith,17
392196,Kingsmead,1,Chennai Super Kings,Y Venugopal Rao,7
392196,Kingsmead,2,Deccan Chargers,L Balaji,28
392196,Kingsmead,2,Deccan Chargers,MS Gony,20
392196,Kingsmead,2,Deccan Chargers,JA Morkel,12
392196,Kingsmead,2,Deccan Chargers,M Muralitharan,6
392196,Kingsmead,2,Deccan Chargers,SK Raina,3
392197,St George's Park,1,Mumbai Indians,I Sharma,21
392197,St George's Park,1,Mumbai Indians,AB Dinda,24
392197,St George's Park,1,Mumbai Indians,SC Ganguly,16
392197,St George's Park,2,Kolkata Knight Riders,Z Khan,4
392197,St George's Park,2,Kolkata Knight Riders,SL Malinga,11
392197,St George's Park,2,Kolkata Knight Riders,DJ Bravo,24
392197,St George's Park,2,Kolkata Knight Riders,Harbhajan Singh,8
392198,SuperSport Park,1,Delhi Daredevils,AD Mascarenhas,22
392198,SuperSport Park,1,Delhi Daredevils,Kamran Khan,14
392198,SuperSport Park,1,Delhi Daredevils,MM Patel,6
392198,SuperSport Park,2,Rajasthan Royals,DP Nannes,14
392198,SuperSport Park,2,Rajasthan Royals,A Nehra,9
392198,SuperSport Park,2,Rajasthan Royals,PJ Sangwan,10
392199,Kingsmead,1,Kolkata Knight Riders,KP Pietersen,13
392199,Kingsmead,1,Kolkata Knight Riders,RE van der Merwe,10
392199,Kingsmead,1,Kolkata Knight Riders,Pankaj Singh,14
392199,Kingsmead,1,Kolkata Knight Riders,P Kumar,7
392199,Kingsmead,1,Kolkata Knight Riders,A Kumble,1
392199,Kingsmead,2,Royal Challengers Bangalore,I Sharma,9
392199,Kingsmead,2,Royal Challengers Bangalore,AB Agarkar,23
392199,Kingsmead,2,Royal Challengers Bangalore,M Kartik,8
392199,Kingsmead,2,Royal Challengers Bangalore,CH Gayle,6
392200,Kingsmead,1,Kings XI Punjab,Z Khan,9
392200,Kingsmead,1,Kings XI Punjab,SL Malinga,1
392200,Kingsmead,1,Kings XI Punjab,Harbhajan Singh,11
392200,Kingsmead,1,Kings XI Punjab,DJ Bravo,5
392200,Kingsmead,2,Mumbai Indians,IK Pathan,6
392200,Kingsmead,2,Mumbai Indians,VS Malik,12
392200,Kingsmead,2,Mumbai Indians,RR Powar,4
392200,Kingsmead,2,Mumbai Indians,YA Abdulla,1
392202,SuperSport Park,1,Chennai Super Kings,AD Mascarenhas,23
392202,SuperSport Park,1,Chennai Super Kings,YK Pathan,17
392202,SuperSport Park,2,Rajasthan Royals,S Tyagi,12
392202,SuperSport Park,2,Rajasthan Royals,JA Morkel,16
392202,SuperSport Park,2,Rajasthan Royals,JDP Oram,10
392201,SuperSport Park,1,Deccan Chargers,DP Nannes,15
392201,SuperSport Park,1,Deccan Chargers,A Nehra,11
392201,SuperSport Park,1,Deccan Chargers,PJ Sangwan,11
392201,SuperSport Park,2,Delhi Daredevils,FH Edwards,17
392201,SuperSport Park,2,Delhi Daredevils,RP Singh,20
392201,SuperSport Park,2,Delhi Daredevils,Shoaib Ahmed,4
392203,Buffalo Park,1,Mumbai Indians,I Sharma,12
392203,Buffalo Park,1,Mumbai Indians,AB Dinda,12
392203,Buffalo Park,1,Mumbai Indians,LR Shukla,7
392203,Buffalo Park,1,Mumbai Indians,M Kartik,9
392203,Buffalo Park,2,Kolkata Knight Riders,Z Khan,10
392203,Buffalo Park,2,Kolkata Knight Riders,GR Napier,3
392203,Buffalo Park,2,Kolkata Knight Riders,Harbhajan Singh,7
392203,Buffalo Park,2,Kolkata Knight Riders,SL Malinga,6
392204,Kingsmead,1,Royal Challengers Bangalore,IK Pathan,9
392204,Kingsmead,1,Royal Challengers Bangalore,VS Malik,29
392204,Kingsmead,1,Royal Challengers Bangalore,YA Abdulla,0
392204,Kingsmead,2,Kings XI Punjab,P Kumar,9
392204,Kingsmead,2,Kings XI Punjab,JH Kallis,19
392204,Kingsmead,2,Kings XI Punjab,JD Ryder,7
392206,New Wanderers Stadium,1,Chennai Super Kings,DP Nannes,13
392206,New Wanderers Stadium,1,Chennai Super Kings,A Nehra,14
392206,New Wanderers Stadium,1,Chennai Super Kings,PJ Sangwan,26
392206,New Wanderers Stadium,2,Delhi Daredevils,JA Morkel,30
392206,New Wanderers Stadium,2,Delhi Daredevils,S Tyagi,19
392205,St George's Park,1,Deccan Chargers,YK Pathan,18
392205,St George's Park,1,Deccan Chargers,MM Patel,10
392205,St George's Park,1,Deccan Chargers,RA Jadeja,7
392205,St George's Park,1,Deccan Chargers,SM Harwood,4
392205,St George's Park,2,Rajasthan Royals,FH Edwards,5
392205,St George's Park,2,Rajasthan Royals,RP Singh,12
392205,St George's Park,2,Rajasthan Royals,DR Smith,13
392207,St George's Park,1,Kolkata Knight Riders,RR Powar,5
392207,St George's Park,1,Kolkata Knight Riders,IK Pathan,8
392207,St George's Park,1,Kolkata Knight Riders,YA Abdulla,10
392207,St George's Park,1,Kolkata Knight Riders,VS Malik,5
392207,St George's Park,2,Kings XI Punjab,I Sharma,9
392207,St George's Park,2,Kings XI Punjab,AB Dinda,26
392207,St George's Park,2,Kings XI Punjab,CH Gayle,9
392207,St George's Park,2,Kings XI Punjab,AB Agarkar,7
392208,New Wanderers Stadium,1,Mumbai Indians,P Kumar,9
392208,New Wanderers Stadium,1,Mumbai Indians,JH Kallis,14
392208,New Wanderers Stadium,1,Mumbai Indians,D du Preez,2
392208,New Wanderers Stadium,2,Royal Challengers Bangalore,Z Khan,12
392208,New Wanderers Stadium,2,Royal Challengers Bangalore,DJ Bravo,12
392208,New Wanderers Stadium,2,Royal Challengers Bangalore,SL Malinga,17
392208,New Wanderers Stadium,2,Royal Challengers Bangalore,AM Nayar,10
392209,Buffalo Park,1,Chennai Super Kings,RJ Harris,16
392209,Buffalo Park,1,Chennai Super Kings,RP Singh,18
392209,Buffalo Park,1,Chennai Super Kings,DR Smith,11
392209,Buffalo Park,1,Chennai Super Kings,RG Sharma,8
392209,Buffalo Park,2,Deccan Chargers,JA Morkel,25
392209,Buffalo Park,2,Deccan Chargers,S Tyagi,9
392209,Buffalo Park,2,Deccan Chargers,L Balaji,18
392210,Kingsmead,1,Rajasthan Royals,RR Powar,16
392210,Kingsmead,1,Rajasthan Royals,IK Pathan,16
392210,Kingsmead,1,Rajasthan Royals,S Sreesanth,12
392210,Kingsmead,1,Rajasthan Royals,YA Abdulla,13
392210,Kingsmead,2,Kings XI Punjab,A Singh,9
392210,Kingsmead,2,Kings XI Punjab,SM Harwood,1
392210,Kingsmead,2,Kings XI Punjab,YK Pathan,10
392210,Kingsmead,2,Kings XI Punjab,SK Trivedi,9
392211,Kingsmead,1,Kolkata Knight Riders,DP Nannes,24
392211,Kingsmead,1,Kolkata Knight Riders,A Nehra,9
392211,Kingsmead,1,Kolkata Knight Riders,A Mishra,15
392211,Kingsmead,1,Kolkata Knight Riders,PJ Sangwan,6
392211,Kingsmead,2,Delhi Daredevils,I Sharma,21
392211,Kingsmead,2,Delhi Daredevils,AB Dinda,17
392211,Kingsmead,2,Delhi Daredevils,MC Henriques,11
392211,Kingsmead,2,Delhi Daredevils,BJ Hodge,8
392212,SuperSport Park,1,Deccan Chargers,SL Malinga,12
392212,SuperSport Park,1,Deccan Chargers,DS Kulkarni,9
392212,SuperSport Park,1,Deccan Chargers,Harbhajan Singh,15
392212,SuperSport Park,1,Deccan Chargers,DJ Bravo,1
392212,SuperSport Park,2,Mumbai Indians,RJ Harris,10
392212,SuperSport Park,2,Mumbai Indians,RP Singh,10
392212,SuperSport Park,2,Mumbai Indians,Harmeet Singh,7
392212,SuperSport Park,2,Mumbai Indians,DR Smith,14
392213,SuperSport Park,1,Royal Challengers Bangalore,A Singh,6
392213,SuperSport Park,1,Royal Challengers Bangalore,M Morkel,10
392213,SuperSport Park,1,Royal Challengers Bangalore,MM Patel,7
392213,SuperSport Park,1,Royal Challengers Bangalore,LA Carseldine,6
392213,SuperSport Park,2,Rajasthan Royals,P Kumar,10
392213,SuperSport Park,2,Rajasthan Royals,JH Kallis,11
392213,SuperSport Park,2,Rajasthan Royals,D du Preez,10
392214,SuperSport Park,1,Chennai Super Kings,IK Pathan,21
392214,SuperSport Park,1,Chennai Super Kings,S Sreesanth,14
392214,SuperSport Park,1,Chennai Super Kings,YA Abdulla,10
392214,SuperSport Park,1,Chennai Super Kings,VRV Singh,12
392214,SuperSport Park,2,Kings XI Punjab,JA Morkel,17
392214,SuperSport Park,2,Kings XI Punjab,S Tyagi,11
392214,SuperSport Park,2,Kings XI Punjab,MS Gony,19
392214,SuperSport Park,2,Kings XI Punjab,M Muralitharan,6
392215,Buffalo Park,1,Mumbai Indians,DP Nannes,3
392215,Buffalo Park,1,Mumbai Indians,A Nehra,17
392215,Buffalo Park,1,Mumbai Indians,PJ Sangwan,10
392215,Buffalo Park,2,Delhi Daredevils,SL Malinga,27
392215,Buffalo Park,2,Delhi Daredevils,DS Kulkarni,9
392217,De Beers Diamond Oval,1,Rajasthan Royals,JA Morkel,10
392217,De Beers Diamond Oval,1,Rajasthan Royals,S Tyagi,12
392217,De Beers Diamond Oval,1,Rajasthan Royals,L Balaji,3
392217,De Beers Diamond Oval,1,Rajasthan Royals,JDP Oram,9
392217,De Beers Diamond Oval,2,Chennai Super Kings,YK Pathan,13
392217,De Beers Diamond Oval,2,Chennai Super Kings,A Singh,13
392217,De Beers Diamond Oval,2,Chennai Super Kings,SK Trivedi,9
392217,De Beers Diamond Oval,2,Chennai Super Kings,SM Harwood,2
392216,De Beers Diamond Oval,1,Deccan Chargers,B Lee,16
392216,De Beers Diamond Oval,1,Deccan Chargers,IK Pathan,22
392216,De Beers Diamond Oval,1,Deccan Chargers,S Sreesanth,14
392216,De Beers Diamond Oval,2,Kings XI Punjab,RJ Harris,19
392216,De Beers Diamond Oval,2,Kings XI Punjab,RP Singh,12
392216,De Beers Diamond Oval,2,Kings XI Punjab,Shoaib Ahmed,9
392216,De Beers Diamond Oval,2,Kings XI Punjab,RG Sharma,2
392216,De Beers Diamond Oval,2,Kings XI Punjab,Y Venugopal Rao,3
392219,New Wanderers Stadium,1,Kolkata Knight Riders,A Nehra,22
392219,New Wanderers Stadium,1,Kolkata Knight Riders,DP Nannes,3
392219,New Wanderers Stadium,1,Kolkata Knight Riders,PJ Sangwan,12
392219,New Wanderers Stadium,2,Delhi Daredevils,I Sharma,8
392219,New Wanderers Stadium,2,Delhi Daredevils,MC Henriques,9
392219,New Wanderers Stadium,2,Delhi Daredevils,AB Agarkar,13
392219,New Wanderers Stadium,2,Delhi Daredevils,SS Sarkar,15
392219,New Wanderers Stadium,2,Delhi Daredevils,BJ Hodge,2
392218,St George's Park,1,Mumbai Indians,JH Kallis,23
392218,St George's Park,1,Mumbai Indians,R Vinay Kumar,10
392218,St George's Park,1,Mumbai Indians,A Mithun,13
392218,St George's Park,2,Royal Challengers Bangalore,DS Kulkarni,17
392218,St George's Park,2,Royal Challengers Bangalore,SL Malinga,9
392218,St George's Park,2,Royal Challengers Bangalore,DJ Bravo,13
392220,De Beers Diamond Oval,1,Deccan Chargers,M Morkel,20
392220,De Beers Diamond Oval,1,Deccan Chargers,MM Patel,3
392220,De Beers Diamond Oval,1,Deccan Chargers,YK Pathan,9
392220,De Beers Diamond Oval,1,Deccan Chargers,SK Trivedi,10
392220,De Beers Diamond Oval,2,Rajasthan Royals,RP Singh,11
392220,De Beers Diamond Oval,2,Rajasthan Royals,WPUJC Vaas,14
392220,De Beers Diamond Oval,2,Rajasthan Royals,A Symonds,5
392222,SuperSport Park,1,Kings XI Punjab,SL Malinga,17
392222,SuperSport Park,1,Kings XI Punjab,DS Kulkarni,17
392222,SuperSport Park,1,Kings XI Punjab,DJ Bravo,17
392222,SuperSport Park,2,Mumbai Indians,B Lee,9
392222,SuperSport Park,2,Mumbai Indians,IK Pathan,5
392222,SuperSport Park,2,Mumbai Indians,S Sreesanth,21
392222,SuperSport Park,2,Mumbai Indians,PP Chawla,7
392221,SuperSport Park,1,Kolkata Knight Riders,R Vinay Kumar,17
392221,SuperSport Park,1,Kolkata Knight Riders,JH Kallis,21
392221,SuperSport Park,2,Royal Challengers Bangalore,I Sharma,12
392221,SuperSport Park,2,Royal Challengers Bangalore,BAW Mendis,5
392221,SuperSport Park,2,Royal Challengers Bangalore,AB Agarkar,10
392221,SuperSport Park,2,Royal Challengers Bangalore,AD Mathews,9
392221,SuperSport Park,2,Royal Challengers Bangalore,DJ Hussey,10
392223,Kingsmead,1,Delhi Daredevils,RP Singh,6
392223,Kingsmead,1,Delhi Daredevils,WPUJC Vaas,20
392223,Kingsmead,1,Delhi Daredevils,A Symonds,6
392223,Kingsmead,1,Delhi Daredevils,Shoaib Ahmed,24
392223,Kingsmead,2,Deccan Chargers,A Nehra,28
392223,Kingsmead,2,Deccan Chargers,DP Nannes,19
392223,Kingsmead,2,Deccan Chargers,PJ Sangwan,3
392225,Kingsmead,1,Rajasthan Royals,DS Kulkarni,25
392225,Kingsmead,1,Rajasthan Royals,SL Malinga,7
392225,Kingsmead,1,Rajasthan Royals,DJ Bravo,7
392225,Kingsmead,1,Rajasthan Royals,JP Duminy,3
392225,Kingsmead,2,Mumbai Indians,YK Pathan,8
392225,Kingsmead,2,Mumbai Indians,MM Patel,7
392225,Kingsmead,2,Mumbai Indians,SK Trivedi,7
392225,Kingsmead,2,Mumbai Indians,SK Warne,4
392224,Kingsmead,1,Chennai Super Kings,A Kumble,4
392224,Kingsmead,1,Chennai Super Kings,R Vinay Kumar,16
392224,Kingsmead,1,Chennai Super Kings,P Kumar,23
392224,Kingsmead,1,Chennai Super Kings,JH Kallis,9
392224,Kingsmead,2,Royal Challengers Bangalore,JA Morkel,8
392224,Kingsmead,2,Royal Challengers Bangalore,S Tyagi,22
392224,Kingsmead,2,Royal Challengers Bangalore,L Balaji,3
392226,OUTsurance Oval,1,Delhi Daredevils,B Lee,13
392226,OUTsurance Oval,1,Delhi Daredevils,IK Pathan,9
392226,OUTsurance Oval,1,Delhi Daredevils,PP Chawla,5
392226,OUTsurance Oval,1,Delhi Daredevils,S Sreesanth,11
392226,OUTsurance Oval,2,Kings XI Punjab,A Nehra,4
392226,OUTsurance Oval,2,Kings XI Punjab,PJ Sangwan,18
392226,OUTsurance Oval,2,Kings XI Punjab,MF Maharoof,15
392227,St George's Park,1,Mumbai Indians,JA Morkel,20
392227,St George's Park,1,Mumbai Indians,S Tyagi,29
392227,St George's Park,2,Chennai Super Kings,SL Malinga,5
392227,St George's Park,2,Chennai Super Kings,DS Kulkarni,23
392227,St George's Park,2,Chennai Super Kings,DJ Bravo,7
392228,New Wanderers Stadium,1,Kolkata Knight Riders,RJ Harris,14
392228,New Wanderers Stadium,1,Kolkata Knight Riders,RP Singh,15
392228,New Wanderers Stadium,1,Kolkata Knight Riders,A Symonds,2
392228,New Wanderers Stadium,2,Deccan Chargers,I Sharma,14
392228,New Wanderers Stadium,2,Deccan Chargers,Mashrafe Mortaza,26
392228,New Wanderers Stadium,2,Deccan Chargers,M Kartik,1
392228,New Wanderers Stadium,2,Deccan Chargers,BJ Hodge,9
392230,OUTsurance Oval,1,Delhi Daredevils,MM Patel,14
392230,OUTsurance Oval,1,Delhi Daredevils,A Singh,12
392230,OUTsurance Oval,1,Delhi Daredevils,SK Trivedi,9
392230,OUTsurance Oval,2,Rajasthan Royals,A Nehra,4
392230,OUTsurance Oval,2,Rajasthan Royals,DP Nannes,10
392230,OUTsurance Oval,2,Rajasthan Royals,AM Salvi,5
392230,OUTsurance Oval,2,Rajasthan Royals,MF Maharoof,5
392229,New Wanderers Stadium,1,Kings XI Punjab,RJ Harris,15
392229,New Wanderers Stadium,1,Kings XI Punjab,RP Singh,14
392229,New Wanderers Stadium,1,Kings XI Punjab,A Symonds,10
392229,New Wanderers Stadium,2,Deccan Chargers,B Lee,12
392229,New Wanderers Stadium,2,Deccan Chargers,IK Pathan,18
392229,New Wanderers Stadium,2,Deccan Chargers,S Sreesanth,10
392229,New Wanderers Stadium,2,Deccan Chargers,RR Powar,6
392231,SuperSport Park,1,Chennai Super Kings,AB Dinda,15
392231,SuperSport Park,1,Chennai Super Kings,Anureet Singh,12
392231,SuperSport Park,1,Chennai Super Kings,AB Agarkar,8
392231,SuperSport Park,1,Chennai Super Kings,M Kartik,7
392231,SuperSport Park,1,Chennai Super Kings,BJ Hodge,12
392231,SuperSport Park,2,Kolkata Knight Riders,JA Morkel,26
392231,SuperSport Park,2,Kolkata Knight Riders,S Tyagi,29
392231,SuperSport Park,2,Kolkata Knight Riders,M Muralitharan,1
392232,New Wanderers Stadium,1,Delhi Daredevils,P Kumar,13
392232,New Wanderers Stadium,1,Delhi Daredevils,JH Kallis,12
392232,New Wanderers Stadium,1,Delhi Daredevils,B Akhil,12
392232,New Wanderers Stadium,2,Royal Challengers Bangalore,A Nehra,6
392232,New Wanderers Stadium,2,Royal Challengers Bangalore,AM Salvi,18
392232,New Wanderers Stadium,2,Royal Challengers Bangalore,MF Maharoof,3
392233,Kingsmead,1,Rajasthan Royals,BJ Hodge,22
392233,Kingsmead,1,Rajasthan Royals,CK Langeveldt,8
392233,Kingsmead,1,Rajasthan Royals,AB Dinda,8
392233,Kingsmead,1,Rajasthan Royals,AB Agarkar,8
392233,Kingsmead,2,Kolkata Knight Riders,MM Patel,13
392233,Kingsmead,2,Kolkata Knight Riders,A Singh,16
392234,Kingsmead,1,Chennai Super Kings,B Lee,13
392234,Kingsmead,1,Chennai Super Kings,IK Pathan,22
392234,Kingsmead,1,Chennai Super Kings,RR Powar,9
392234,Kingsmead,1,Chennai Super Kings,S Sreesanth,6
392234,Kingsmead,2,Kings XI Punjab,MS Gony,9
392234,Kingsmead,2,Kings XI Punjab,T Thushara,16
392234,Kingsmead,2,Kings XI Punjab,M Muralitharan,1
392234,Kingsmead,2,Kings XI Punjab,R Ashwin,3
392236,SuperSport Park,1,Royal Challengers Bangalore,RJ Harris,18
392236,SuperSport Park,1,Royal Challengers Bangalore,RP Singh,13
